lexsize	fname	genre	typecount	is_adult	is_nonacad
500	wlp_fic_1992_top500.txt	fic	62	True	True
500	wlp_fic_2009_top500.txt	fic	62	True	True
500	wlp_fic_2005_top500.txt	fic	63	True	True
500	wlp_fic_1999_top500.txt	fic	58	True	True
500	wlp_fic_2004_top500.txt	fic	60	True	True
500	wlp_fic_1991_top500.txt	fic	61	True	True
500	wlp_fic_1994_top500.txt	fic	63	True	True
500	wlp_fic_1998_top500.txt	fic	65	True	True
500	wlp_fic_2001_top500.txt	fic	58	True	True
500	wlp_fic_1993_top500.txt	fic	62	True	True
500	wlp_fic_2002_top500.txt	fic	60	True	True
500	wlp_fic_2008_top500.txt	fic	61	True	True
500	wlp_fic_2006_top500.txt	fic	60	True	True
500	wlp_fic_1997_top500.txt	fic	62	True	True
500	wlp_fic_2012_top500.txt	fic	60	True	True
500	wlp_fic_1995_top500.txt	fic	60	True	True
500	wlp_fic_1990_top500.txt	fic	62	True	True
500	wlp_fic_1996_top500.txt	fic	61	True	True
500	wlp_fic_2010_top500.txt	fic	61	True	True
500	wlp_fic_2003_top500.txt	fic	58	True	True
500	wlp_fic_2007_top500.txt	fic	59	True	True
500	wlp_fic_2000_top500.txt	fic	60	True	True
500	wlp_fic_2011_top500.txt	fic	62	True	True
500	wlp_mag_1994_top500.txt	mag	45	True	True
